maker_key,model_key,mileage,engine_power,registration_date,fuel,paint_color,car_type,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,price,sold_at,data_split,bmw_series,luxury_tier,is_luxury,is_performance,registration_year,registration_month,registration_quarter,is_summer_registration,is_year_end_registration,car_age_years,age_mileage_interaction,mileage_per_power,annual_mileage,power_age_ratio,luxury_mileage_interaction,luxury_age_interaction,is_high_mileage,is_old_car,fuel_encoded,color_encoded,car_type_encoded,price_log
BMW,X1,165275.0,160,2012-11-01,diesel,black,suv,True,False,False,True,True,False,True,True,14300.0,2018-05-01,train,X1,1,0,0,2012,11,4,0,1,5.494866529774128,90.81640657084189,1026.552795031056,25447.020233955103,24.63484034144799,0.0,0.0,1,0,15905.469593378913,16213.218970736629,22123.90625,9.568084743872936
BMW,320,91131.0,135,2013-09-01,diesel,grey,sedan,False,False,False,False,False,False,False,True,12400.0,2018-04-01,train,3_series,2,0,0,2013,9,3,0,0,4.5804243668720055,41.74186529774128,670.0808823529412,16330.478474181284,24.191708573531216,0.0,0.0,0,0,15905.469593378913,15473.837209302326,15842.479108635098,9.425532393502772
BMW,525,96491.0,160,2012-01-01,diesel,grey,estate,True,True,False,False,True,False,True,False,16100.0,2018-08-01,train,5_series,3,1,0,2012,1,1,0,0,6.581793292265571,63.50838165639972,599.3229813664597,12726.672474496705,21.103186783425116,9.6491,6.581793292265571,0,0,15905.469593378913,15473.837209302326,13067.914438502674,9.686636660844938
BMW,116,162439.0,85,2010-03-01,diesel,blue,subcompact,False,False,False,False,False,False,True,False,3600.0,2018-04-01,train,1_series,1,0,0,2010,3,1,0,0,8.084873374401095,131.32987460643395,1888.8255813953488,17880.16115422286,9.356211858660439,0.0,0.0,0,1,15905.469593378913,15169.302325581395,9217.64705882353,8.188966863648876
BMW,520,75367.0,120,2013-03-01,diesel,brown,estate,True,True,True,False,False,False,True,False,17300.0,2018-03-01,train,5_series,3,1,0,2013,3,1,0,0,4.999315537303217,37.67834140999315,622.8677685950413,12562.599771819738,20.002281802624072,7.5367,4.999315537303217,0,0,15905.469593378913,16008.421052631578,13067.914438502674,9.758519582283522
BMW,520,321274.44,120,2008-10-01,diesel,black,sedan,True,True,False,False,False,False,True,False,6700.0,2018-05-01,train,5_series,3,1,0,2008,10,4,0,0,9.579739904175222,362.9907145790554,3131.528925619835,35815.15268163292,11.34243384874167,37.8915,9.579739904175222,1,1,15905.469593378913,16213.218970736629,15842.479108635098,8.81001204797317
BMW,520,183623.0,140,2015-10-01,diesel,black,estate,False,True,True,False,True,False,True,True,17300.0,2018-06-01,train,5_series,3,1,0,2015,10,4,0,0,2.6666666666666665,48.96613333333333,1302.290780141844,50079.0,38.18181818181818,18.3623,2.6666666666666665,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.758519582283522
BMW,X1,194345.0,105,2014-11-01,diesel,black,suv,True,False,False,True,False,False,True,True,12800.0,2018-05-01,train,X1,1,0,0,2014,11,4,0,1,3.4962354551676933,67.94758795345653,1833.4433962264152,43223.937433399304,23.352869538742578,0.0,0.0,1,0,15905.469593378913,16213.218970736629,22123.90625,9.45727857185611
BMW,316,80381.0,85,2012-06-01,diesel,grey,estate,False,True,False,False,False,False,True,False,7700.0,2018-04-01,train,3_series,2,0,0,2012,6,2,1,0,5.831622176591376,46.87516221765914,934.6627906976744,11766.01953712053,12.442140066125638,0.0,0.0,0,0,15905.469593378913,15473.837209302326,13067.914438502674,8.94910546953925
BMW,518,132979.0,112,2014-11-01,diesel,brown,estate,True,True,False,False,True,True,True,True,13600.0,2018-04-01,train,5_series,3,1,0,2014,11,4,0,1,3.4140999315537304,45.40035947980835,1176.8053097345132,30125.96045898589,25.37323616064506,13.2979,3.4140999315537304,1,0,15905.469593378913,16008.421052631578,13067.914438502674,9.517898598432753
BMW,520,145276.0,120,2013-04-01,diesel,black,sedan,True,True,False,False,False,False,True,False,15700.0,2018-05-01,train,5_series,3,1,0,2013,4,2,0,0,5.08145106091718,73.82128843258043,1200.6280991735537,23888.377715250423,19.732132808103543,14.5276,5.08145106091718,0,0,15905.469593378913,16213.218970736629,15842.479108635098,9.661479683575521
BMW,325,205474.0,145,2009-05-01,diesel,grey,convertible,True,True,False,False,True,True,True,True,11000.0,2018-04-01,train,3_series,2,0,0,2009,5,2,0,0,8.917180013689254,183.22486461327858,1407.3561643835617,20718.994685623577,14.621091862792463,0.0,0.0,0,1,15905.469593378913,15473.837209302326,18406.666666666668,9.305741456739435
BMW,316,141853.0,85,2013-05-01,diesel,black,estate,True,True,False,False,False,False,True,False,6300.0,2018-08-01,train,3_series,2,0,0,2013,5,2,0,0,5.25119780971937,74.48981629021218,1649.453488372093,22692.13106317749,13.597394065476843,0.0,0.0,0,0,15905.469593378913,16213.218970736629,13067.914438502674,8.748463629942055
BMW,318,175310.0,100,2008-01-01,diesel,black,estate,True,True,False,False,False,False,True,False,5000.0,2018-08-01,train,3_series,2,0,0,2008,1,1,0,0,10.581793292265571,185.50941820670775,1735.7425742574258,15136.688729980498,8.634241475090125,0.0,0.0,0,1,15905.469593378913,16213.218970736629,13067.914438502674,8.517393171418904
BMW,320,115132.0,120,2013-06-01,diesel,silver,estate,False,True,False,False,False,True,True,True,17700.0,2018-02-01,train,3_series,2,0,0,2013,6,2,1,0,4.670773442847365,53.77554880219027,951.5041322314049,20302.697887748946,21.161134580567293,0.0,0.0,0,0,15905.469593378913,14940.51282051282,13067.914438502674,9.781376414141157
BMW,X3,124417.0,100,2013-09-01,diesel,brown,suv,True,True,False,False,True,False,True,False,15600.0,2018-08-01,train,X3,2,0,0,2013,9,3,0,0,4.914442162902122,61.14401505817934,1231.851485148515,21036.134359449137,16.907765304941556,0.0,0.0,0,0,15905.469593378913,16008.421052631578,22123.90625,9.65509029374725
BMW,520,125287.0,120,2013-10-01,diesel,grey,sedan,True,True,True,False,True,False,True,True,18600.0,2018-08-01,train,5_series,3,1,0,2013,10,4,0,0,4.832306639288158,60.542520191649544,1035.4297520661157,21481.55228259594,20.57504987677503,12.5287,4.832306639288158,0,0,15905.469593378913,15473.837209302326,15842.479108635098,9.83097062169695
BMW,320,97979.0,135,2013-09-01,diesel,grey,sedan,False,False,False,False,False,False,True,False,14500.0,2018-05-01,train,3_series,2,0,0,2013,9,3,0,0,4.662559890485968,45.68329555099247,720.4338235294117,17302.951649945608,23.84080744590838,0.0,0.0,0,0,15905.469593378913,15473.837209302326,15842.479108635098,9.581972891547895
BMW,420 Gran Coupé,54836.0,135,2014-03-01,diesel,black,sedan,True,True,False,True,True,False,True,True,29300.0,2018-07-01,train,4_series,2,0,0,2014,3,1,0,0,4.334017796030117,23.766019986310745,403.20588235294116,10280.43064288464,25.309251892724237,0.0,0.0,0,0,15905.469593378913,16213.218970736629,15842.479108635098,10.285376924115587
BMW,316,210105.0,85,2013-07-01,diesel,grey,estate,False,True,False,False,False,False,True,False,8900.0,2018-03-01,train,3_series,2,0,0,2013,7,3,1,0,4.6652977412731005,98.02023819301847,2443.0813953488373,37086.31206959043,15.003624501631027,0.0,0.0,1,0,15905.469593378913,15473.837209302326,13067.914438502674,9.093918908958932
BMW,X1,290306.0,105,2014-03-01,diesel,white,suv,True,True,False,False,True,False,True,True,14000.0,2018-07-01,train,X1,1,0,0,2014,3,1,0,0,4.334017796030117,125.8191370294319,2738.735849056604,54425.390221994094,19.684973694341075,0.0,0.0,1,0,15905.469593378913,17479.090909090908,22123.90625,9.546884034617925
BMW,318,110477.0,100,2013-08-01,diesel,black,estate,True,True,False,False,False,False,True,False,10500.0,2018-07-01,train,3_series,2,0,0,2013,8,3,1,0,4.914442162902122,54.29328268309378,1093.8316831683169,18679.191875940283,16.907765304941556,0.0,0.0,0,0,15905.469593378913,16213.218970736629,13067.914438502674,9.259225769705994
BMW,X3,240375.0,120,2011-05-01,diesel,black,suv,True,True,False,True,True,False,True,True,16200.0,2018-03-01,train,X3,2,0,0,2011,5,2,0,0,6.833675564681725,164.26447638603696,1986.5702479338843,30684.829619921362,15.318479685452163,0.0,0.0,1,0,15905.469593378913,16213.218970736629,22123.90625,9.692828247710418
BMW,X1,113533.0,105,2012-10-01,diesel,white,suv,False,True,False,False,False,False,True,False,13100.0,2018-06-01,train,X1,1,0,0,2012,10,4,0,0,5.664613278576318,64.3120539356605,1071.066037735849,17035.196980589502,15.754852624011502,0.0,0.0,0,0,15905.469593378913,17479.090909090908,22123.90625,9.48044384215367
BMW,316,223680.0,85,2012-05-01,diesel,black,estate,False,True,False,False,False,False,True,False,7400.0,2018-04-01,train,3_series,2,0,0,2012,5,2,0,0,5.916495550992471,132.34017248459958,2600.9302325581393,32340.077189510146,12.289460663038101,0.0,0.0,1,0,15905.469593378913,16213.218970736629,13067.914438502674,8.909370405197466
BMW,116,114740.0,85,2013-04-01,diesel,white,hatchback,False,False,False,False,False,False,True,False,8300.0,2018-08-01,train,1_series,1,0,0,2013,4,2,0,0,5.333333333333333,61.19466666666666,1334.1860465116279,18116.84210526316,13.421052631578949,0.0,0.0,0,0,15905.469593378913,17479.090909090908,13179.43925233645,9.024131268455035
BMW,318,165120.0,105,2013-08-01,diesel,black,estate,False,True,False,False,False,True,True,False,9900.0,2018-05-01,train,3_series,2,0,0,2013,8,3,1,0,4.747433264887063,78.3896180698152,1557.7358490566037,28729.34619506967,18.269024651661308,0.0,0.0,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.200391041122515
BMW,320,103360.0,120,2014-07-01,diesel,white,estate,True,True,False,False,True,True,True,False,15200.0,2018-06-01,train,3_series,2,0,0,2014,7,3,1,0,3.917864476386037,40.49504722792608,854.2148760330579,21017.25260960334,24.400835073068894,0.0,0.0,0,0,15905.469593378913,17479.090909090908,13067.914438502674,9.62911649414402
BMW,520,238828.0,135,2013-04-01,diesel,black,estate,False,True,False,False,True,True,True,True,14900.0,2018-08-01,train,5_series,3,1,0,2013,4,2,0,0,5.333333333333333,127.37493333333333,1756.0882352941176,37709.68421052632,21.315789473684212,23.8828,5.333333333333333,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.60918360377546
BMW,116,85124.0,85,2012-07-01,diesel,grey,hatchback,False,True,False,False,False,False,True,False,9200.0,2018-03-01,train,1_series,1,0,0,2012,7,3,1,0,5.664613278576318,48.21945407255305,989.8139534883721,12772.534045393859,12.753928314675978,0.0,0.0,0,0,15905.469593378913,15473.837209302326,13179.43925233645,9.127067452782361
BMW,318,168930.0,105,2013-10-01,diesel,white,estate,False,True,False,False,True,True,True,False,11700.0,2018-06-01,train,3_series,2,0,0,2013,10,4,0,0,4.6652977412731005,78.81087474332648,1593.6792452830189,29818.37984777093,18.533889090250092,0.0,0.0,1,0,15905.469593378913,17479.090909090908,13067.914438502674,9.367429587218957
BMW,116,126944.0,85,2013-08-01,diesel,blue,hatchback,True,True,False,False,False,False,True,False,9000.0,2018-03-01,train,1_series,1,0,0,2013,8,3,1,0,4.5804243668720055,58.14573908281999,1476.093023255814,22748.0907641359,15.231816509260394,0.0,0.0,0,0,15905.469593378913,15169.302325581395,13179.43925233645,9.105090961257085
BMW,318,188008.0,100,2014-03-01,diesel,white,sedan,True,True,False,False,True,True,True,False,13800.0,2018-07-01,train,3_series,2,0,0,2014,3,1,0,0,4.334017796030117,81.48300177960301,1861.4653465346535,35246.9765173874,18.747593994610547,0.0,0.0,1,0,15905.469593378913,17479.090909090908,15842.479108635098,9.53249633228804
BMW,318,129181.0,100,2013-08-01,diesel,grey,estate,True,True,False,False,False,False,True,False,10600.0,2018-07-01,train,3_series,2,0,0,2013,8,3,1,0,4.914442162902122,63.48525530458591,1279.019801980198,21841.620298576552,16.907765304941556,0.0,0.0,0,0,15905.469593378913,15473.837209302326,13067.914438502674,9.268703615273097
BMW,X5,230386.0,155,2007-05-01,diesel,grey,suv,True,True,True,True,True,False,True,True,13700.0,2018-02-01,train,X5,3,1,0,2007,5,2,0,0,10.757015742642025,247.82658288843254,1476.8333333333333,19595.61890900623,13.18361762822379,23.0386,10.757015742642025,0,1,15905.469593378913,15473.837209302326,22123.90625,9.525224101853109
BMW,320,150702.0,120,2014-08-01,diesel,grey,estate,False,True,False,False,True,False,True,True,13200.0,2018-04-01,train,3_series,2,0,0,2014,8,3,1,0,3.6659822039698837,55.24708501026694,1245.4710743801652,32298.02288396655,25.718057796684757,0.0,0.0,1,0,15905.469593378913,15473.837209302326,13067.914438502674,9.488047863280759
BMW,116,169746.0,85,2012-06-01,diesel,black,subcompact,True,True,False,False,False,True,True,False,9300.0,2018-03-01,train,1_series,1,0,0,2012,6,2,1,0,5.746748802190281,97.54876221765915,1973.7906976744187,25159.67393730344,12.598660850157248,0.0,0.0,1,0,15905.469593378913,16213.218970736629,9217.64705882353,9.137877200242468
BMW,M5,150187.0,412,2012-02-01,petrol,white,sedan,True,True,True,False,True,True,True,True,41600.0,2018-09-01,train,M_series,4,1,1,2012,2,1,0,0,6.581793292265571,98.84997891854893,363.6489104116223,19808.901959014176,54.34070596731967,15.0187,6.581793292265571,0,0,15051.26050420168,17479.090909090908,15842.479108635098,10.635879484421974
BMW,X3,179762.0,140,2014-10-01,diesel,black,suv,True,True,False,True,False,False,True,True,21200.0,2018-04-01,train,X3,2,0,0,2014,10,4,0,0,3.4989733059548254,62.89824394250513,1274.9078014184397,39956.2272934733,31.118210862619808,0.0,0.0,1,0,15905.469593378913,16213.218970736629,22123.90625,9.961803629358965
BMW,X3,97364.0,135,2012-02-01,diesel,white,suv,False,False,False,False,False,False,False,True,19300.0,2018-03-01,train,X3,2,0,0,2012,2,1,0,0,6.078028747433265,59.17811909650924,715.9117647058823,13755.807368726428,19.073107049608353,0.0,0.0,0,0,15905.469593378913,17479.090909090908,22123.90625,9.867912187022208
BMW,X5,17004.0,155,2015-11-01,diesel,grey,suv,True,True,False,True,True,False,True,True,43400.0,2018-03-01,train,X5,3,1,0,2015,11,4,0,1,2.329911019849418,3.9617806981519506,109.0,5106.442754367934,46.547790339157245,1.7004,2.329911019849418,0,0,15905.469593378913,15473.837209302326,22123.90625,10.6782377612977
BMW,X3,138259.0,160,2007-10-01,diesel,blue,suv,True,True,True,False,True,False,True,True,8300.0,2018-05-01,train,X3,2,0,0,2007,10,4,0,0,10.581793292265571,146.30281587953456,858.7515527950311,11937.615921044857,13.8147863601442,0.0,0.0,0,1,15905.469593378913,15169.302325581395,22123.90625,9.024131268455035
BMW,320,89158.0,135,2014-04-01,diesel,black,estate,True,True,False,True,True,True,True,True,19500.0,2018-05-01,train,3_series,2,0,0,2014,4,2,0,0,4.082135523613963,36.39550390143737,655.5735294117648,17543.412525252526,26.563636363636363,0.0,0.0,0,0,15905.469593378913,16213.218970736629,13067.914438502674,9.87822102528824
BMW,118,42984.0,110,2016-06-01,diesel,grey,hatchback,False,True,False,False,False,True,True,False,17400.0,2018-08-01,train,1_series,1,0,0,2016,6,2,1,0,2.1656399726214923,9.308786858316223,387.2432432432432,13578.29708108108,34.748108108108106,0.0,0.0,0,0,15905.469593378913,15473.837209302326,13179.43925233645,9.76428295481558
BMW,316,55517.0,85,2014-05-01,diesel,grey,estate,False,True,False,False,False,False,True,False,11200.0,2018-05-01,train,3_series,2,0,0,2014,5,2,0,0,4.0,22.2068,645.546511627907,11103.4,17.0,0.0,0.0,0,0,15905.469593378913,15473.837209302326,13067.914438502674,9.32375833901174
BMW,320,202812.0,130,2009-02-01,diesel,silver,coupe,False,False,False,False,True,False,True,True,8200.0,2018-04-01,train,3_series,2,0,0,2009,2,1,0,0,9.160848733744011,185.79300533880902,1548.1832061068703,19960.14361737959,12.794206803637588,0.0,0.0,0,1,15905.469593378913,14940.51282051282,20465.454545454544,9.012011377036412
BMW,520,118724.0,120,2014-01-01,diesel,grey,estate,True,True,False,False,True,False,True,True,16500.0,2018-07-01,train,5_series,3,1,0,2014,1,1,0,0,4.4955509924709105,53.372979603011636,981.1900826446281,21603.657242495952,21.83584506165151,11.8724,4.4955509924709105,0,0,15905.469593378913,15473.837209302326,13067.914438502674,9.711176264112805
BMW,X3,194430.0,120,2011-11-01,diesel,grey,suv,True,True,True,True,True,False,True,True,15900.0,2018-04-01,train,X3,2,0,0,2011,11,4,0,1,6.414784394250513,124.72265297741274,1606.8595041322315,26221.93575186929,16.183882581002493,0.0,0.0,1,0,15905.469593378913,15473.837209302326,22123.90625,9.674137279312397
BMW,320,99078.0,135,2013-04-01,diesel,grey,estate,True,True,False,False,False,False,True,False,12800.0,2018-06-01,train,3_series,2,0,0,2013,4,2,0,0,5.166324435318275,51.18690924024641,728.5147058823529,16067.594405594406,21.893106893106893,0.0,0.0,0,0,15905.469593378913,15473.837209302326,13067.914438502674,9.45727857185611
BMW,535,112236.0,230,2013-11-01,diesel,black,sedan,True,True,True,False,True,True,True,True,26200.0,2018-02-01,train,5_series,3,1,0,2013,11,4,0,1,4.251882272416153,47.721425872689935,485.87012987012986,21370.62374560146,43.793822494461104,11.2236,4.251882272416153,0,0,15905.469593378913,16213.218970736629,15842.479108635098,10.173552856959743
BMW,X5,154036.0,230,2014-07-01,diesel,black,suv,True,True,True,True,False,True,True,True,38400.0,2018-05-01,train,X5,3,1,0,2014,7,3,1,0,3.8329911019849416,59.041861738535246,666.8225108225108,31871.773969692684,47.589576547231275,15.4036,3.8329911019849416,1,0,15905.469593378913,16213.218970736629,22123.90625,10.555838779903407
BMW,520,109195.0,120,2013-02-01,diesel,grey,estate,True,True,True,False,True,False,True,True,17600.0,2018-05-01,train,5_series,3,1,0,2013,2,1,0,0,5.242984257357974,57.25076659822039,902.4380165289256,17490.83379015459,19.221576581515183,10.9195,5.242984257357974,0,0,15905.469593378913,15473.837209302326,13067.914438502674,9.77571099759397
BMW,420,140694.0,120,2013-10-01,diesel,black,coupe,True,True,False,False,True,True,True,False,18300.0,2018-07-01,train,4_series,2,0,0,2013,10,4,0,0,4.747433264887063,66.79353757700206,1162.7603305785124,24479.449088960344,20.878885316184352,0.0,0.0,0,0,15905.469593378913,16213.218970736629,20465.454545454544,9.814710982145282
BMW,318,177012.0,105,2014-04-01,diesel,black,estate,True,True,False,False,True,True,True,True,11700.0,2018-06-01,train,3_series,2,0,0,2014,4,2,0,0,4.167008898015058,73.76105790554415,1669.9245283018868,34258.11789641012,20.321234600609355,0.0,0.0,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.367429587218957
BMW,320,127136.0,120,2012-11-01,diesel,red,sedan,True,True,False,False,False,False,True,False,13800.0,2018-07-01,train,3_series,2,0,0,2012,11,4,0,1,5.661875427789186,71.98281943874059,1050.7107438016528,19084.115483406964,18.01294564882359,0.0,0.0,0,0,15905.469593378913,17441.176470588234,15842.479108635098,9.53249633228804
BMW,525,229470.0,145,2009-08-01,diesel,blue,sedan,True,True,True,False,True,True,True,True,11400.0,2018-04-01,train,5_series,3,1,0,2009,8,3,1,0,8.6652977412731,198.84258726899384,1571.7123287671234,23741.63798597833,15.002124495432335,22.947,8.6652977412731,0,1,15905.469593378913,15169.302325581395,15842.479108635098,9.34145634983372
BMW,335,120723.0,230,2014-09-01,diesel,brown,estate,True,True,True,True,True,True,True,True,26800.0,2018-04-01,train,3_series,2,0,0,2014,9,3,0,0,3.5811088295687883,43.232220123203284,522.6103896103896,26352.353653070375,50.20618556701031,0.0,0.0,1,0,15905.469593378913,16008.421052631578,13067.914438502674,10.196194479235656
BMW,318,138916.0,105,2014-05-01,diesel,white,sedan,False,True,False,False,True,False,True,True,13700.0,2018-03-01,train,3_series,2,0,0,2014,5,2,0,0,3.8329911019849416,53.24637919233402,1310.5283018867924,28743.276589718174,21.725676249822975,0.0,0.0,1,0,15905.469593378913,17479.090909090908,15842.479108635098,9.525224101853109
BMW,X3,126506.0,135,2012-10-01,diesel,white,suv,True,True,False,True,True,False,True,False,20100.0,2018-04-01,train,X3,2,0,0,2012,10,4,0,0,5.49760438056126,69.54799397672826,930.1911764705883,19469.637206362582,20.776888233435162,0.0,0.0,0,0,15905.469593378913,17479.090909090908,22123.90625,9.908524844053396
BMW,520,103413.0,135,2013-09-01,diesel,grey,estate,True,True,False,False,True,True,True,True,18000.0,2018-06-01,train,5_series,3,1,0,2013,9,3,0,0,4.747433264887063,49.094631622176585,760.3897058823529,17992.90139335477,23.488745980707396,10.3413,4.747433264887063,0,0,15905.469593378913,15473.837209302326,13067.914438502674,9.798182590890704
BMW,530,187176.0,190,2014-04-01,diesel,black,estate,False,True,False,True,True,False,True,True,19800.0,2018-01-01,train,5_series,3,1,0,2014,4,2,0,0,3.753593429158111,70.25826036960986,979.979057591623,39375.68552915767,39.969762419006486,18.7176,3.753593429158111,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.893487720457795
BMW,525,169643.0,155,2013-07-01,diesel,grey,estate,True,True,True,False,True,True,True,True,21500.0,2018-08-01,train,5_series,3,1,0,2013,7,3,1,0,5.084188911704312,86.24970595482546,1087.4551282051282,27882.59905501181,25.475869051636852,16.9643,5.084188911704312,1,0,15905.469593378913,15473.837209302326,13067.914438502674,9.975854724662028
BMW,420 Gran Coupé,77358.0,140,2015-04-01,diesel,black,hatchback,True,True,False,False,False,True,True,True,29200.0,2018-09-01,train,4_series,2,0,0,2015,4,2,0,0,3.4195756331279945,26.45315318275154,548.6382978723404,17503.490475452996,31.67724949667028,0.0,0.0,0,0,15905.469593378913,16213.218970736629,13179.43925233645,10.281958234245314
BMW,X5,51698.0,190,2014-05-01,diesel,grey,suv,True,True,True,True,True,False,True,True,36900.0,2018-08-01,train,X5,3,1,0,2014,5,2,0,0,4.251882272416153,21.98138097193703,270.67015706806285,9843.708849211522,36.17750553890265,5.1698,4.251882272416153,0,0,15905.469593378913,15473.837209302326,22123.90625,10.515993929932415
BMW,318,216231.0,100,2013-11-01,diesel,grey,estate,True,True,False,False,False,False,True,True,9600.0,2018-06-01,train,3_series,2,0,0,2013,11,4,0,1,4.5804243668720055,99.04297412731006,2140.90099009901,38748.128418986875,17.91978412854164,0.0,0.0,1,0,15905.469593378913,15473.837209302326,13067.914438502674,9.169622538697624
BMW,X3,192055.0,120,2012-01-01,diesel,blue,suv,True,True,False,True,True,False,True,True,16800.0,2018-04-01,train,X3,2,0,0,2012,1,1,0,0,6.247775496235455,119.99165229295004,1587.2314049586778,26498.475304561336,16.556804230805554,0.0,0.0,1,0,15905.469593378913,15169.302325581395,22123.90625,9.729193687429403
BMW,330,98085.0,190,2013-08-01,diesel,silver,sedan,False,False,False,False,False,False,True,True,17400.0,2018-05-01,train,3_series,2,0,0,2013,8,3,1,0,4.747433264887063,46.56519917864476,513.5340314136125,17065.878885316186,33.05823508395856,0.0,0.0,0,0,15905.469593378913,14940.51282051282,15842.479108635098,9.76428295481558
BMW,520,158961.0,120,2012-07-01,diesel,blue,sedan,True,True,False,False,False,False,True,False,14900.0,2018-01-01,train,5_series,3,1,0,2012,7,3,1,0,5.503080082135524,87.4775112936345,1313.7272727272727,24443.955478370695,18.45279444269024,15.8961,5.503080082135524,0,0,15905.469593378913,15169.302325581395,15842.479108635098,9.60918360377546
BMW,318,185424.0,105,2013-01-01,diesel,blue,estate,False,True,False,False,False,False,True,True,9500.0,2018-05-01,train,3_series,2,0,0,2013,1,1,0,0,5.327857631759069,98.79126735112936,1749.2830188679245,29302.80843699297,16.593293672255275,0.0,0.0,1,0,15905.469593378913,15169.302325581395,13067.914438502674,9.15915233520675
BMW,320,79351.0,135,2014-05-01,diesel,grey,estate,True,True,True,True,True,True,True,True,16100.0,2018-05-01,train,3_series,2,0,0,2014,5,2,0,0,4.0,31.7404,583.4632352941177,15870.2,27.0,0.0,0.0,0,0,15905.469593378913,15473.837209302326,13067.914438502674,9.686636660844938
BMW,320,153236.0,135,2014-07-01,diesel,blue,estate,False,True,False,True,False,False,True,False,11900.0,2018-06-01,train,3_series,2,0,0,2014,7,3,1,0,3.917864476386037,60.03578809034908,1126.735294117647,31159.053027139875,27.450939457202505,0.0,0.0,1,0,15905.469593378913,15169.302325581395,13067.914438502674,9.38437770918244
BMW,X1,132927.0,120,2012-04-01,diesel,black,suv,True,True,True,False,True,False,True,False,9900.0,2018-04-01,train,X1,1,0,0,2012,4,2,0,0,5.9986310746064335,79.73800328542094,1098.5702479338843,18993.28577017115,17.146210268948657,0.0,0.0,0,0,15905.469593378913,16213.218970736629,22123.90625,9.200391041122515
BMW,316,110993.0,85,2013-08-01,diesel,grey,sedan,False,True,False,False,False,False,True,False,10900.0,2018-05-01,train,3_series,2,0,0,2013,8,3,1,0,4.747433264887063,52.69318603696098,1290.6162790697674,19311.750982493748,14.78921043229725,0.0,0.0,0,0,15905.469593378913,15473.837209302326,15842.479108635098,9.296609807128359
BMW,318,172193.0,105,2013-01-01,diesel,blue,estate,False,False,False,False,False,False,True,False,10400.0,2018-05-01,train,3_series,2,0,0,2013,1,1,0,0,5.327857631759069,91.74197891854892,1624.4622641509434,27211.895402920498,16.593293672255275,0.0,0.0,1,0,15905.469593378913,15169.302325581395,13067.914438502674,9.249657234353133
BMW,318 Gran Turismo,193477.0,100,2014-08-01,diesel,black,hatchback,False,True,False,False,False,False,True,False,12900.0,2018-07-01,train,3_series,2,0,0,2014,8,3,1,0,3.915126625598905,75.74869541409994,1915.6138613861385,39363.58404121988,20.34535580002785,0.0,0.0,1,0,15905.469593378913,16213.218970736629,13179.43925233645,9.465060106725137
BMW,320,113937.0,120,2013-01-01,diesel,white,sedan,True,False,False,True,True,True,True,True,18100.0,2018-03-01,train,3_series,2,0,0,2013,1,1,0,0,5.160848733744011,58.80116221765914,941.6280991735537,18493.718142428617,19.477835796022664,0.0,0.0,0,0,15905.469593378913,17479.090909090908,15842.479108635098,9.803722464346553
BMW,316,214613.0,85,2013-11-01,diesel,white,estate,False,True,False,False,False,False,True,True,8200.0,2018-03-01,train,3_series,2,0,0,2013,11,4,0,1,4.328542094455853,92.89614045174538,2495.5,40276.119845857414,15.951830443159922,0.0,0.0,1,0,15905.469593378913,17479.090909090908,13067.914438502674,9.012011377036412
BMW,320,227691.0,135,2014-02-01,diesel,black,estate,False,True,False,False,False,True,True,False,10500.0,2018-02-01,train,3_series,2,0,0,2014,2,1,0,0,4.0,91.0764,1674.1985294117646,45538.2,27.0,0.0,0.0,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.259225769705994
BMW,320,101223.0,120,2013-09-01,diesel,black,estate,True,False,False,False,True,False,True,False,12500.0,2018-05-01,train,3_series,2,0,0,2013,9,3,0,0,4.662559890485968,47.19582997946612,836.5537190082645,17875.837422942102,21.191828840807446,0.0,0.0,0,0,15905.469593378913,16213.218970736629,13067.914438502674,9.433563920090563
BMW,530,156934.0,190,2014-03-01,diesel,black,estate,True,True,False,True,True,False,True,True,23800.0,2018-05-01,train,5_series,3,1,0,2014,3,1,0,0,4.167008898015058,65.3945374401095,821.6439790575917,30372.310769638363,36.771757848721684,15.6934,4.167008898015058,1,0,15905.469593378913,16213.218970736629,13067.914438502674,10.077482875583607
BMW,X4,63543.0,140,2014-10-01,diesel,black,suv,True,True,False,True,True,True,True,True,32800.0,2018-06-01,train,X4,3,1,0,2014,10,4,0,0,3.6659822039698837,23.294750718685833,450.6595744680851,13618.354554789496,30.00440076279888,6.3543,3.6659822039698837,0,0,15905.469593378913,16213.218970736629,22123.90625,10.39821428171237
BMW,318,193864.0,105,2013-11-01,diesel,black,estate,False,False,False,False,False,False,True,False,9200.0,2018-04-01,train,3_series,2,0,0,2013,11,4,0,1,4.413415468856948,85.56023764544832,1828.9056603773586,35811.7719054242,19.3962574282463,0.0,0.0,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.127067452782361
